id,question_text_nl,question_text_en,placeholder_nl,placeholder_en,help_text_nl,help_text_en
q-vloeren-5301-1,Wat voor type vloer wil je?,What type of vloer wil je?,,,,
q-vloeren-5301-2,Waar moet de vloer gelegd worden?,Where should de vloer gelegd worden?,,,,
q-vloeren-5301-3,Hoe groot is het oppervlak?,How large is het oppervlak?,,,,
q-vloeren-5302-1,Wat wil je vervangen?,What do you want replace?,,,,
q-vloeren-5302-2,Moet de oude vloer verwijderd worden?,Should the old vloer verwijderd worden?,,,,
q-vloeren-5302-3,Hoe groot is het oppervlak?,How large is het oppervlak?,,,,
q-vloeren-5303-1,Wat voor type vloer gaat het om?,What type of vloer gaat het om?,,,,
q-vloeren-5303-2,Wat wil je laten doen?,What do you want have doen?,,,,
q-vloeren-5303-3,Hoe groot is het oppervlak?,How large is het oppervlak?,,,,
q-vloeren-5304-1,Wat is het probleem?,Wat is het probleem?,,,,
q-vloeren-5304-2,Hoe groot is de schade?,How large is de schade?,,,,
q-vloeren-root,Wat voor type vloeropdracht zoek je?,What type of vloerproject are you looking for?,,,,
q-vloerverwarming-5401-1,Wat voor type vloerverwarming wil je?,What type of vloerverwarming wil je?,,,,
q-vloerverwarming-5401-2,Waar wil je vloerverwarming?,Waar wil je vloerverwarming?,,,,
q-vloerverwarming-5401-3,Wat is het vloeroppervlak ongeveer?,Wat is het vloeroppervlak approximately?,,,,
q-vloerverwarming-5402-1,Wat wil je vervangen?,What do you want replace?,,,,
q-vloerverwarming-5402-2,Waarom wil je vervangen?,Why do you want to replace?,,,,
q-vloerverwarming-5402-3,Moet de oude installatie verwijderd worden?,Should the old installatie verwijderd worden?,,,,
q-vloerverwarming-5403-1,Wat is het probleem?,Wat is het probleem?,,,,
q-vloerverwarming-5403-2,Hoe groot is het te repareren oppervlak?,How large is het te repair oppervlak?,,,,
q-vloerverwarming-5404-1,Wat moet er gebeuren?,What needs to be done?,,,,
q-vloerverwarming-5404-2,Hoe vaak wil je onderhoud?,How often wil je onderhoud?,,,,
q-vloerverwarming-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-vochtbestrijding-5501-1,Wat is het probleem?,Wat is het probleem?,,,,
q-vochtbestrijding-5501-2,Hoe groot is de kelder?,How large is de kelder?,,,,
q-vochtbestrijding-5501-3,Moet de kelder ook waterdicht gemaakt worden?,Should the kelder ook waterdicht gemaakt worden?,,,,
q-vochtbestrijding-5502-1,Waar zit het probleem?,Waar zit het probleem?,,,,
q-vochtbestrijding-5502-2,Hoe groot is de vochtige plek?,How large is de vochtige plek?,,,,
q-vochtbestrijding-5502-3,Is er al eerder iets geprobeerd tegen het vocht?,Is er al eerder iets geprobeerd tegen het vocht?,,,,
q-vochtbestrijding-5503-1,In welke ruimte heb je last van condens?,In welke ruimte heb je last van condens?,,,,
q-vochtbestrijding-5503-2,Hoe ernstig is het probleem?,Hoe ernstig is het probleem?,,,,
q-vochtbestrijding-5503-3,Heb je al ventilatie?,Do you have al ventilatie?,,,,
q-vochtbestrijding-5504-1,Waar heb je last van optrekkend vocht?,Waar heb je last van optrekkend vocht?,,,,
q-vochtbestrijding-5504-2,Hoe groot is het getroffen oppervlak?,How large is het getroffen oppervlak?,,,,
q-vochtbestrijding-5505-1,Waar zit de schimmel?,Waar zit de schimmel?,,,,
q-vochtbestrijding-5505-2,Hoe groot is de schimmelplek?,How large is de schimmelplek?,,,,
q-vochtbestrijding-5505-3,Moet er ook een blijvende oplossing voor de oorzaak gezocht worden?,Should ook een blijvende oplossing voor de oorzaak gezocht worden?,,,,
q-vochtbestrijding-root,Wat voor type vochtprobleem wil je aanpakken?,What type of vochtprobleem wil je aanpakken?,,,,
q-wellness-5601-1,Wat voor type sauna wil je?,What type of sauna wil je?,,,,
q-wellness-5601-2,Waar moet de sauna komen?,Where should de sauna komen?,,,,
q-wellness-5601-3,Hoe groot moet de sauna zijn?,How large moet de sauna zijn?,,,,
q-wellness-5602-1,Waar moet de jacuzzi/hottub komen?,Where should de jacuzzi/hottub komen?,,,,
q-wellness-5602-2,Welke uitvoering wil je?,Which uitvoering wil je?,,,,
q-wellness-5602-3,Hoeveel personen moet de jacuzzi/hottub geschikt zijn?,How many personen moet de jacuzzi/hottub geschikt zijn?,,,,
q-wellness-5603-1,Wat wil je in de wellnessruimte plaatsen?,What do you want in de wellnessruimte install?,,,,
q-wellness-5603-2,Hoe groot is de ruimte?,How large is de ruimte?,,,,
q-wellness-5604-1,Wat moet er onderhouden of gerepareerd worden?,Wat moet er maintain of gerepareerd worden?,,,,
q-wellness-5604-2,Wat is het probleem?,Wat is het probleem?,,,,
q-wellness-root,Wat voor type wellness-opdracht zoek je?,What type of wellness-project are you looking for?,,,,
q-zonnepanelen-5701-1,Waar moeten de zonnepanelen komen?,Where shoulden de zonnepanelen komen?,,,,
q-zonnepanelen-5701-2,Hoeveel panelen wil je ongeveer plaatsen?,How many panelen wil je approximately install?,,,,
q-zonnepanelen-5701-3,Heb je al een omvormer?,Do you have al een omvormer?,,,,
q-zonnepanelen-5702-1,Hoeveel panelen wil je toevoegen?,How many panelen wil je toevoegen?,,,,
q-zonnepanelen-5702-2,Wil je dezelfde panelen als je huidige systeem?,Wil je dezelfde panelen als je huidige systeem?,,,,
q-zonnepanelen-5702-3,Moet de omvormer ook vervangen/uitgebreid worden?,Should the omvormer ook replace/uitgebreid worden?,,,,
q-zonnepanelen-5703-1,Waarom wil je de zonnepanelen vervangen?,Why do you want to de zonnepanelen replace?,,,,
q-zonnepanelen-5703-2,Hoeveel panelen moeten vervangen worden?,How many panelen moeten replace worden?,,,,
q-zonnepanelen-5703-3,Moet de oude installatie verwijderd worden?,Should the old installatie verwijderd worden?,,,,
q-zonnepanelen-5704-1,Wat is het probleem?,Wat is het probleem?,,,,
q-zonnepanelen-5704-2,Hoe oud is de installatie?,Hoe oud is de installatie?,,,,
q-zonnepanelen-5704-3,Wil je ook een onderhoudscontract?,Wil je ook een onderhoudscontract?,,,,
q-zonnepanelen-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-zonwering-5801-1,Wat voor type buitenzonwering wil je?,What type of buitenzonwering wil je?,,,,
q-zonwering-5801-2,Hoe breed moet de zonwering zijn?,Hoe breed moet de zonwering zijn?,,,,
q-zonwering-5801-3,Elektrisch of handmatig bediend?,Elektrisch of handmatig bediend?,,,,
q-zonwering-5802-1,Wat voor type binnenzonwering wil je?,What type of binnenzonwering wil je?,,,,
q-zonwering-5802-2,Voor welke ruimte?,Voor welke ruimte?,,,,
q-zonwering-5802-3,Hoeveel ramen moeten voorzien worden?,How many ramen moeten voorzien worden?,,,,
q-zonwering-5803-1,Wat wil je laten plaatsen?,What do you want have install?,,,,
q-zonwering-5803-2,Voor welk doel?,Voor welk doel?,,,,
q-zonwering-5803-3,Moeten ze elektrisch bediend worden?,Moeten ze elektrisch bediend worden?,,,,
q-zonwering-5804-1,Wat is het probleem?,Wat is het probleem?,,,,
q-zonwering-5804-2,Hoe oud is het zonnescherm ongeveer?,Hoe oud is het zonnescherm approximately?,,,,
q-zonwering-root,Wat voor type zonwering zoek je?,What type of zonwering are you looking for?,,,,
q-zwembad-5901-1,Wat voor type zwembad wil je?,What type of swimming pool do you want?,,,,
q-zwembad-5901-2,Waar wil je het zwembad plaatsen?,Where do you want to install the swimming pool?,,,,
q-zwembad-5901-3,Hoe groot moet het zwembad zijn?,How large should the swimming pool be?,,,,
q-zwembad-5902-1,Wat wil je renoveren?,What do you want to renovate?,,,,
q-zwembad-5902-2,Hoe oud is het zwembad?,How old is the swimming pool?,,,,
q-zwembad-5903-1,Wat voor onderhoud wil je laten doen?,What kind of maintenance do you want?,,,,
q-zwembad-5903-2,Hoe vaak wil je onderhoud?,How often do you want maintenance?,,,,
q-zwembad-5904-1,Wat is het probleem?,What is the problem?,,,,
q-zwembad-5904-2,Hoe groot is het zwembad?,How large is the swimming pool?,,,,
q-zwembad-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
