id,question_text_nl,question_text_en,placeholder_nl,placeholder_en,help_text_nl,help_text_en
q-vochtbestrijding-5504-1,Waar heb je last van optrekkend vocht?,Where are you experiencing rising damp?,,,,
q-vochtbestrijding-5504-2,Hoe groot is het getroffen oppervlak?,How large is the affected surface area?,,,,
q-vochtbestrijding-5505-1,Waar zit de schimmel?,Where is the mold located?,,,,
q-vochtbestrijding-5505-2,Hoe groot is de schimmelplek?,How large is the moldy area?,,,,
q-vochtbestrijding-5505-3,Moet er ook een blijvende oplossing voor de oorzaak gezocht worden?,Should a permanent solution for the root cause also be sought?,,,,
q-vochtbestrijding-root,Wat voor type vochtprobleem wil je aanpakken?,What type of moisture problem would you like to address?,,,,
q-wellness-5601-1,Wat voor type sauna wil je?,What type of sauna would you like?,,,,
q-wellness-5601-2,Waar moet de sauna komen?,Where should the sauna be located?,,,,
q-wellness-5601-3,Hoe groot moet de sauna zijn?,How large should the sauna be?,,,,
q-wellness-5602-1,Waar moet de jacuzzi/hottub komen?,Where should the jacuzzi/hot tub be located?,,,,
q-wellness-5602-2,Welke uitvoering wil je?,Which version/model would you like?,,,,
q-wellness-5602-3,Hoeveel personen moet de jacuzzi/hottub geschikt zijn?,How many people should the jacuzzi/hot tub accommodate?,,,,
q-wellness-5603-1,Wat wil je in de wellnessruimte plaatsen?,What would you like to install in the wellness area?,,,,
q-wellness-5603-2,Hoe groot is de ruimte?,How large is the space?,,,,
q-wellness-5604-1,Wat moet er onderhouden of gerepareerd worden?,What needs to be maintained or repaired?,,,,
q-wellness-5604-2,Wat is het probleem?,What is the problem?,,,,
q-wellness-root,Wat voor type wellness-opdracht zoek je?,What type of wellness project are you looking for?,,,,
q-zonnepanelen-5701-1,Waar moeten de zonnepanelen komen?,Where should the solar panels be installed?,,,,
q-zonnepanelen-5701-2,Hoeveel panelen wil je ongeveer plaatsen?,Approximately how many panels would you like to install?,,,,
q-zonnepanelen-5701-3,Heb je al een omvormer?,Do you already have an inverter?,,,,
q-zonnepanelen-5702-1,Hoeveel panelen wil je toevoegen?,How many panels would you like to add?,,,,
q-zonnepanelen-5702-2,Wil je dezelfde panelen als je huidige systeem?,Would you like the same panels as your current system?,,,,
q-zonnepanelen-5702-3,Moet de omvormer ook vervangen/uitgebreid worden?,Does the inverter also need to be replaced or expanded?,,,,
q-zonnepanelen-5703-1,Waarom wil je de zonnepanelen vervangen?,Why do you want to replace the solar panels?,,,,
q-zonnepanelen-5703-2,Hoeveel panelen moeten vervangen worden?,How many panels need to be replaced?,,,,
q-zonnepanelen-5703-3,Moet de oude installatie verwijderd worden?,Should the old installation be removed?,,,,
q-zonnepanelen-5704-1,Wat is het probleem?,What is the problem?,,,,
q-zonnepanelen-5704-2,Hoe oud is de installatie?,How old is the installation?,,,,
q-zonnepanelen-5704-3,Wil je ook een onderhoudscontract?,Would you also like a maintenance contract?,,,,
q-zonnepanelen-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
q-zonwering-5801-1,Wat voor type buitenzonwering wil je?,What type of outdoor sun protection would you like?,,,,
q-zonwering-5801-2,Hoe breed moet de zonwering zijn?,How wide should the sun protection be?,,,,
q-zonwering-5801-3,Elektrisch of handmatig bediend?,Electrically or manually operated?,,,,
q-zonwering-5802-1,Wat voor type binnenzonwering wil je?,What type of indoor sun protection/blinds would you like?,,,,
q-zonwering-5802-2,Voor welke ruimte?,For which room?,,,,
q-zonwering-5802-3,Hoeveel ramen moeten voorzien worden?,How many windows need to be fitted?,,,,
q-zonwering-5803-1,Wat wil je laten plaatsen?,What would you like to have installed?,,,,
q-zonwering-5803-2,Voor welk doel?,For what purpose?,,,,
q-zonwering-5803-3,Moeten ze elektrisch bediend worden?,Should they be electrically operated?,,,,
q-zonwering-5804-1,Wat is het probleem?,What is the problem?,,,,
q-zonwering-5804-2,Hoe oud is het zonnescherm ongeveer?,Approximately how old is the awning/sunshade?,,,,
q-zonwering-root,Wat voor type zonwering zoek je?,What type of sun protection are you looking for?,,,,
q-zwembad-5901-1,Wat voor type zwembad wil je?,What type of swimming pool would you like?,,,,
q-zwembad-5901-2,Waar wil je het zwembad plaatsen?,Where would you like to install the swimming pool?,,,,
q-zwembad-5901-3,Hoe groot moet het zwembad zijn?,How large should the swimming pool be?,,,,
q-zwembad-5902-1,Wat wil je renoveren?,What would you like to renovate?,,,,
q-zwembad-5902-2,Hoe oud is het zwembad?,How old is the swimming pool?,,,,
q-zwembad-5903-1,Wat voor onderhoud wil je laten doen?,What kind of maintenance would you like to have done?,,,,
q-zwembad-5903-2,Hoe vaak wil je onderhoud?,How often would you like maintenance?,,,,
q-zwembad-5904-1,Wat is het probleem?,What is the problem?,,,,
q-zwembad-5904-2,Hoe groot is het zwembad?,How large is the swimming pool?,,,,
q-zwembad-root,Wat voor type opdracht zoek je?,What type of project are you looking for?,,,,
