id,service_category_id,question_text_nl,question_text_en,question_type,is_root_question,parent_question_id,parent_option_id,order_index,is_required,placeholder_nl,placeholder_en,help_text_nl,help_text_en,is_active,created_at,updated_at,step_number,service_subcategory_id
q-isolatie-2401-2,24,Weet je of de spouwmuur al geïsoleerd is?,Weet je of de spouwmuur al geïsoleerd is?,radio,false,q-isolatie-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2401
q-isolatie-2401-3,24,Wat is de oppervlakte ongeveer?,Wat is de oppervlakte approximately?,radio,false,q-isolatie-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2401
q-isolatie-2402-1,24,Wat voor type dak wil je isoleren?,What type of dak wil je isoleren?,radio,false,q-isolatie-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2402
q-isolatie-2402-2,24,Hoe groot is het oppervlak ongeveer?,How large is het oppervlak approximately?,radio,false,q-isolatie-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2402
q-isolatie-2403-1,24,Waar wil je isoleren?,Waar wil je isoleren?,radio,false,q-isolatie-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2403
q-isolatie-2403-2,24,Wat is de vloeroppervlakte ongeveer?,Wat is de vloeroppervlakte approximately?,radio,false,q-isolatie-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2403
q-isolatie-2403-3,24,Moet er ook vloerverwarming meegenomen worden?,Should ook vloerverwarming meegenomen worden?,radio,false,q-isolatie-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2403
q-isolatie-2404-1,24,Wat voor afwerking wil je op de gevel?,What kind of afwerking wil je op de gevel?,radio,false,q-isolatie-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2404
q-isolatie-2404-2,24,Moet de gevel ook gereinigd/hersteld worden vooraf?,Should the gevel ook gereinigd/hersteld worden vooraf?,radio,false,q-isolatie-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2404
q-isolatie-2405-1,24,Wil je de zoldervloer ook als woonruimte gebruiken?,Wil je de zoldervloer ook als woonruimte gebruiken?,radio,false,q-isolatie-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2405
q-isolatie-2405-2,24,Welk isolatiemateriaal heeft je voorkeur?,Welk isolatiemateriaal heeft je voorkeur?,radio,false,q-isolatie-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2405
q-isolatie-root,24,Wat voor type isolatie zoek je?,What type of isolatie are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,
q-it-apparatuur-401-1,4,Wat voor apparatuur wil je installeren?,What equipment do you want to install?,radio,false,q-it-apparatuur-root,,1,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,401
q-it-apparatuur-401-2,4,Voor hoeveel werkplekken?,For how many workstations?,radio,false,q-it-apparatuur-root,,2,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,401
q-it-apparatuur-401-3,4,Moet ook software/configuratie worden uitgevoerd?,Should software/configuration also be performed?,radio,false,q-it-apparatuur-root,,3,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,401
q-it-apparatuur-402-1,4,Welke apparatuur wil je vervangen?,Which equipment do you want to replace?,radio,false,q-it-apparatuur-root,,1,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,402
q-it-apparatuur-402-2,4,Waarom wil je vervangen?,Why do you want to replace?,radio,false,q-it-apparatuur-root,,2,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,402
q-it-apparatuur-402-3,4,Moet oude apparatuur afgevoerd worden?,Should old equipment be removed?,radio,false,q-it-apparatuur-root,,3,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,402
q-it-apparatuur-403-1,4,Om wat voor apparaat gaat het?,What kind of device is it?,radio,false,q-it-apparatuur-root,,1,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,403
q-it-apparatuur-403-2,4,Wat is het probleem?,What is the problem?,radio,false,q-it-apparatuur-root,,2,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,403
q-it-apparatuur-404-1,4,Voor welke apparaten zoek je onderhoud?,For which devices are you looking for maintenance?,radio,false,q-it-apparatuur-root,,1,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,404
q-it-apparatuur-404-2,4,Hoe vaak wil je onderhoud?,How often do you want maintenance?,radio,false,q-it-apparatuur-root,,2,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,404
q-it-apparatuur-root,4,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 11:59:54.863315+00,2026-01-15 11:59:54.863315+00,1,
q-kantoorapparatuur-6001-1,60,Wat voor type apparatuur wil je laten plaatsen?,What type of equipment do you want to install?,radio,false,q-kantoorapparatuur-root,,1,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,6001
q-kantoorapparatuur-6001-2,60,Voor welk type organisatie/gebouw?,For what type of organization/building?,radio,false,q-kantoorapparatuur-root,,2,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,6001
q-kantoorapparatuur-6001-3,60,Om hoeveel apparaten gaat het?,How many devices does it concern?,radio,false,q-kantoorapparatuur-root,,3,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,6001
q-kantoorapparatuur-6002-1,60,Wat wil je vervangen?,What do you want to replace?,radio,false,q-kantoorapparatuur-root,,1,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,6002
q-kantoorapparatuur-6002-2,60,Waarom wil je vervangen?,Why do you want to replace?,radio,false,q-kantoorapparatuur-root,,2,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,6002
q-kantoorapparatuur-6002-3,60,Moet de oude apparatuur verwijderd worden?,Should the old equipment be removed?,radio,false,q-kantoorapparatuur-root,,3,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,6002
q-kantoorapparatuur-6003-1,60,Wat is het probleem?,What is the problem?,radio,false,q-kantoorapparatuur-root,,1,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,6003
q-kantoorapparatuur-6003-2,60,Hoe oud is de apparatuur ongeveer?,How old is the equipment approximately?,radio,false,q-kantoorapparatuur-root,,2,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,6003
q-kantoorapparatuur-6004-1,60,Wat wil je laten doen?,What do you want to have done?,radio,false,q-kantoorapparatuur-root,,1,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,6004
q-kantoorapparatuur-6004-2,60,Hoe vaak wil je onderhoud?,How often do you want maintenance?,radio,false,q-kantoorapparatuur-root,,2,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,6004
q-kantoorapparatuur-root,60,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:51:38.998299+00,2026-01-15 12:51:38.998299+00,1,
q-keuken-2501-1,25,Wat voor type keuken wil je?,What type of keuken wil je?,radio,false,q-keuken-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2501
q-keuken-2501-2,25,Heb je de keuken al gekocht?,Do you have de keuken al gekocht?,radio,false,q-keuken-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2501
q-keuken-2501-3,25,Moet de vakman ook oude keuken verwijderen?,Should the vakman ook old keuken remove?,radio,false,q-keuken-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2501
q-keuken-2502-1,25,Wat wil je laten renoveren?,What do you want have renoveren?,radio,false,q-keuken-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2502
q-keuken-2502-2,25,Moet er ook leidingwerk worden aangepast?,Should ook leidingwerk worden aangepast?,radio,false,q-keuken-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2502
q-keuken-2503-1,25,Welk materiaal wil je?,Welk materiaal wil je?,radio,false,q-keuken-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2503
q-keuken-2503-2,25,Moet het oude blad verwijderd worden?,Should the old blad verwijderd worden?,radio,false,q-keuken-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2503
q-keuken-2504-1,25,Om hoeveel kastdeuren gaat het?,How many kastdeuren gaat het?,radio,false,q-keuken-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2504
q-keuken-2504-2,25,Welke afwerking wil je?,Which afwerking wil je?,radio,false,q-keuken-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2504
q-keuken-2505-1,25,Om welke apparatuur gaat het?,Om welke apparatuur gaat het?,radio,false,q-keuken-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2505
q-keuken-2505-2,25,Moet oude apparatuur worden verwijderd?,Moet old apparatuur worden verwijderd?,radio,false,q-keuken-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2505
q-keuken-root,25,Wat voor keuken-opdracht zoek je?,What kind of keuken-project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,
q-laadpaal-2601-1,26,Waar wil je de laadpaal plaatsen?,Waar wil je de laadpaal install?,radio,false,q-laadpaal-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2601
q-laadpaal-2601-2,26,Wat voor type laadpaal wil je?,What type of laadpaal wil je?,radio,false,q-laadpaal-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2601
q-laadpaal-2601-3,26,Moet de laadpaal met backoffice/app verbonden zijn?,Should the laadpaal met backoffice/app verbonden zijn?,radio,false,q-laadpaal-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2601
q-laadpaal-2602-1,26,Waarom wil je de laadpaal vervangen?,Why do you want to de laadpaal replace?,radio,false,q-laadpaal-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2602
q-laadpaal-2602-2,26,Wat voor nieuwe laadpaal wil je?,What kind of nieuwe laadpaal wil je?,radio,false,q-laadpaal-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2602
q-laadpaal-2602-3,26,Moet de oude laadpaal verwijderd worden?,Should the old laadpaal verwijderd worden?,radio,false,q-laadpaal-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2602
q-laadpaal-2603-1,26,Wat is het probleem?,Wat is het probleem?,radio,false,q-laadpaal-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2603
q-laadpaal-2603-2,26,Hoe oud is de laadpaal ongeveer?,Hoe oud is de laadpaal approximately?,radio,false,q-laadpaal-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2603
q-laadpaal-root,26,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,
q-loodgieter-2701-1,27,Wat moet er geïnstalleerd worden?,Wat moet er geïnstalleerd worden?,radio,false,q-loodgieter-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2701
q-loodgieter-2701-2,27,Voor welk type gebouw?,Voor welk type gebouw?,radio,false,q-loodgieter-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2701
q-loodgieter-2701-3,27,Moet de loodgieter ook materiaal leveren?,Should the loodgieter ook materiaal leveren?,radio,false,q-loodgieter-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2701
q-loodgieter-2702-1,27,Wat is het probleem?,Wat is het probleem?,radio,false,q-loodgieter-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2702
q-loodgieter-2702-2,27,Waar bevindt het probleem zich?,Waar bevindt het probleem zich?,radio,false,q-loodgieter-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2702
q-loodgieter-2702-3,27,Hoe dringend is de reparatie?,Hoe dringend is de reparatie?,radio,false,q-loodgieter-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2702
q-loodgieter-2703-1,27,Wat wil je laten onderhouden?,What do you want have maintain?,radio,false,q-loodgieter-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2703
q-loodgieter-2703-2,27,Hoe vaak wil je onderhoud?,How often wil je onderhoud?,radio,false,q-loodgieter-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2703
q-loodgieter-2704-1,27,Wat is verstopt?,Wat is verstopt?,radio,false,q-loodgieter-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2704
q-loodgieter-2704-2,27,Hoe ernstig is de verstopping?,Hoe ernstig is de verstopping?,radio,false,q-loodgieter-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2704
q-loodgieter-2704-3,27,Hoe dringend is het?,Hoe dringend is het?,radio,false,q-loodgieter-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2704
q-loodgieter-root,27,Wat voor type loodgieterswerk zoek je?,What type of loodgieterswerk are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,
q-maatwerk-2801-1,28,Om wat voor kast gaat het?,Om wat voor kast gaat het?,radio,false,q-maatwerk-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2801
q-maatwerk-2801-2,28,Waar moet de kast geplaatst worden?,Where should de kast geplaatst worden?,radio,false,q-maatwerk-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2801
q-maatwerk-2801-3,28,Welke afwerking wil je?,Which afwerking wil je?,radio,false,q-maatwerk-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2801
q-maatwerk-2802-1,28,Wat voor type keuken wil je?,What type of keuken wil je?,radio,false,q-maatwerk-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2802
q-maatwerk-2802-2,28,Heb je al een ontwerp of plan?,Do you have al een ontwerp of plan?,radio,false,q-maatwerk-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2802
q-maatwerk-2802-3,28,Moet de schrijnwerker ook toestellen leveren?,Should the schrijnwerker ook toestellen leveren?,radio,false,q-maatwerk-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2802
q-maatwerk-2803-1,28,Om wat voor meubel gaat het?,Om wat voor meubel gaat het?,radio,false,q-maatwerk-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2803
q-maatwerk-2803-2,28,Waar komt het meubel te staan?,Waar komt het meubel te staan?,radio,false,q-maatwerk-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2803
q-maatwerk-2804-1,28,Om wat voor project gaat het?,Om wat voor project gaat het?,radio,false,q-maatwerk-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2804
q-maatwerk-2804-2,28,Heb je al een ontwerp of idee?,Do you have al een ontwerp of idee?,radio,false,q-maatwerk-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2804
q-maatwerk-root,28,Wat voor maatwerk zoek je?,What kind of maatwerk are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,
q-metselaar-2901-1,29,Om welk type project gaat het?,Om welk type project gaat het?,radio,false,q-metselaar-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2901
q-metselaar-2901-2,29,Hoe groot is het project?,How large is het project?,radio,false,q-metselaar-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2901
q-metselaar-2901-3,29,Moet de metselaar ook de materialen leveren?,Should the metselaar ook de materialen leveren?,radio,false,q-metselaar-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2901
q-metselaar-2902-1,29,Wat moet er hersteld worden?,Wat moet er hersteld worden?,radio,false,q-metselaar-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2902
q-metselaar-2902-2,29,Waar gaat het om?,Waar gaat het om?,radio,false,q-metselaar-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2902
q-metselaar-2902-3,29,Hoe groot is de schade?,How large is de schade?,radio,false,q-metselaar-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2902
q-metselaar-2903-1,29,Wat wil je laten doen?,What do you want have doen?,radio,false,q-metselaar-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2903
q-metselaar-2903-2,29,Hoe groot is het oppervlak?,How large is het oppervlak?,radio,false,q-metselaar-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2903
q-metselaar-2903-3,29,Moet de muur vooraf ook gereinigd worden?,Should the muur vooraf ook gereinigd worden?,radio,false,q-metselaar-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2903
q-metselaar-2904-1,29,Wat wil je laten bouwen?,What do you want have bouwen?,radio,false,q-metselaar-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2904
q-metselaar-2904-2,29,Hoe hoog moet de muur ongeveer zijn?,How high moet de muur approximately zijn?,radio,false,q-metselaar-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2904
q-metselaar-2904-3,29,Wil je ook een afwerking bovenop de muur?,Wil je ook een afwerking bovenop de muur?,radio,false,q-metselaar-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,2904
q-metselaar-root,29,Wat voor type metselopdracht zoek je?,What type of metselproject are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,
q-muurisolatie-3001-1,30,Wat voor woning heb je?,What kind of woning heb je?,radio,false,q-muurisolatie-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,3001
q-muurisolatie-3001-2,30,Weet je of de spouwmuur al geïsoleerd is?,Weet je of de spouwmuur al geïsoleerd is?,radio,false,q-muurisolatie-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,3001
q-muurisolatie-3001-3,30,Wat is de oppervlakte ongeveer?,Wat is de oppervlakte approximately?,radio,false,q-muurisolatie-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,3001
q-muurisolatie-3002-1,30,Voor welke ruimte(s)?,Voor welke ruimte(s)?,radio,false,q-muurisolatie-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,3002
q-muurisolatie-3002-2,30,Welke afwerking wil je na isolatie?,Which afwerking wil je na isolatie?,radio,false,q-muurisolatie-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,3002
q-muurisolatie-3002-3,30,Hoe groot is het oppervlak?,How large is het oppervlak?,radio,false,q-muurisolatie-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,3002
q-muurisolatie-3003-1,30,Wat voor afwerking wil je op de gevel?,What kind of afwerking wil je op de gevel?,radio,false,q-muurisolatie-root,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,3003
q-muurisolatie-3003-2,30,Moet de gevel ook gereinigd/hersteld worden vooraf?,Should the gevel ook gereinigd/hersteld worden vooraf?,radio,false,q-muurisolatie-root,,2,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,3003
q-muurisolatie-3003-3,30,Hoe groot is de gevel ongeveer?,How large is de gevel approximately?,radio,false,q-muurisolatie-root,,3,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,3003
q-muurisolatie-root,30,Wat voor type muur wil je isoleren?,What type of muur wil je isoleren?,radio,true,,,1,true,,,,,true,2026-01-15 12:21:33.107984+00,2026-01-15 12:21:33.107984+00,1,
q-nieuwbouw-3101-1,31,Wat voor type woning wil je bouwen?,What type of woning wil je bouwen?,radio,false,q-nieuwbouw-root,,1,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3101
q-nieuwbouw-3101-2,31,Heb je al een ontwerp of bouwplan?,Do you have al een ontwerp of bouwplan?,radio,false,q-nieuwbouw-root,,2,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3101
q-nieuwbouw-3101-3,31,Heb je al een bouwgrond?,Do you have al een bouwgrond?,radio,false,q-nieuwbouw-root,,3,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3101
q-nieuwbouw-3102-1,31,Gaat het om 1 appartement of een gebouw met meerdere units?,Gaat het om 1 appartement of een gebouw met meerdere units?,radio,false,q-nieuwbouw-root,,1,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3102
q-nieuwbouw-3102-2,31,Is er al een architect ingeschakeld?,Is er al een architect ingeschakeld?,radio,false,q-nieuwbouw-root,,2,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3102
q-nieuwbouw-3102-3,31,Moet de aannemer ook de ruwbouw én afwerking doen?,Should the aannemer ook de ruwbouw én afwerking doen?,radio,false,q-nieuwbouw-root,,3,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3102
q-nieuwbouw-3103-1,31,Wat wil je laten bouwen?,What do you want have bouwen?,radio,false,q-nieuwbouw-root,,1,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3103
q-nieuwbouw-3103-2,31,Van welk materiaal?,Van welk materiaal?,radio,false,q-nieuwbouw-root,,2,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3103
q-nieuwbouw-3103-3,31,Hoe groot moet het gebouw zijn?,How large moet het gebouw zijn?,radio,false,q-nieuwbouw-root,,3,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3103
q-nieuwbouw-3104-1,31,Wat voor type bedrijfspand?,What type of bedrijfspand?,radio,false,q-nieuwbouw-root,,1,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3104
q-nieuwbouw-3104-2,31,Hoe groot moet het pand zijn?,How large moet het pand zijn?,radio,false,q-nieuwbouw-root,,2,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3104
q-nieuwbouw-3104-3,31,Heb je al een ontwerp?,Do you have al een ontwerp?,radio,false,q-nieuwbouw-root,,3,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3104
q-nieuwbouw-root,31,Wat voor type nieuwbouw zoek je?,What type of nieuwbouw are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,
q-omheining-3201-1,32,Welk type omheining wil je?,What type of enclosure do you want?,radio,false,q-omheining-root,,1,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3201
q-omheining-3201-2,32,Hoe hoog moet de omheining zijn?,How high should the enclosure be?,radio,false,q-omheining-root,,2,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3201
q-omheining-3201-3,32,Hoe lang moet de omheining ongeveer zijn?,How long should the enclosure be approximately?,radio,false,q-omheining-root,,3,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3201
q-omheining-3202-1,32,Welk type omheining wil je vervangen?,What type of enclosure do you want to replace?,radio,false,q-omheining-root,,1,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3202
q-omheining-3202-2,32,Waarom wil je de omheining vervangen?,Why do you want to replace the enclosure?,radio,false,q-omheining-root,,2,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3202
q-omheining-3202-3,32,Moet de oude omheining verwijderd worden?,Should the old enclosure be removed?,radio,false,q-omheining-root,,3,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3202
q-omheining-3203-1,32,Wat is het probleem?,What is the problem?,radio,false,q-omheining-root,,1,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3203
q-omheining-3203-2,32,Hoe groot is de schade?,How large is the damage?,radio,false,q-omheining-root,,2,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3203
q-omheining-root,32,Wat voor type opdracht zoek je?,What type of project are you looking for?,radio,true,,,1,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,
q-ongediertebestrijding-3301-1,33,Waar zit het probleem?,Waar zit het probleem?,radio,false,q-ongediertebestrijding-root,,1,true,,,,,true,2026-01-15 12:27:07.687227+00,2026-01-15 12:27:07.687227+00,1,3301
