id,slug,name_nl,name_en,description_nl,description_en,price_particulier,price_zakelijk,icon_url,sort_order,is_active,created_at,updated_at,service_category_id
3302,ongediertebestrijding-wespen-bijen,Wespen / bijen,Wasps / bees,"Wespen / bijen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Wasps / bees includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",22.00,32.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,33
3303,ongediertebestrijding-kakkerlakken,Kakkerlakken,Cockroaches,"Kakkerlakken omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Cockroaches includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",22.00,32.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,33
3304,ongediertebestrijding-bedwantsen,Bedwantsen,Bed bugs,"Bedwantsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Bed bugs includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",22.00,32.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,33
3305,ongediertebestrijding-mieren,Mieren,Ants,"Mieren omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Ants includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",22.00,32.00,,5,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,33
3306,ongediertebestrijding-overig,Overig,Other,"Overig omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Other includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",22.00,32.00,,6,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,33
3401,ramen-nieuwe-ramen-plaatsen,Nieuwe ramen plaatsen,Install new windows,"Nieuwe ramen plaatsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Install new windows includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",20.00,30.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,34
3402,ramen-ramen-vervangen,Ramen vervangen,Replace windows,"Ramen vervangen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Replace windows includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",18.00,25.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,34
3403,ramen-ramen-repareren,Ramen repareren,Repair windows,"Ramen repareren omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Repair windows includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",14.00,20.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,34
3404,ramen-ramen-renoveren,Ramen renoveren,Renovate windows,"Ramen renoveren omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Renovate windows includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",14.00,20.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,34
3501,renovatie-volledige-woningrenovatie,Volledige woningrenovatie,Complete house renovation,"Volledige woningrenovatie omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Complete house renovation includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",45.00,65.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,35
3502,renovatie-badkamer-renovatie,Badkamer renovatie,Bathroom renovation,"Badkamer renovatie omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Bathroom renovation includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",35.00,50.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,35
3503,renovatie-keuken-renovatie,Keuken renovatie,Kitchen renovation,"Keuken renovatie omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Kitchen renovation includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",38.00,55.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,35
3504,renovatie-gevel-renovatie,Gevel renovatie,Facade renovation,"Gevel renovatie omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Facade renovation includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",28.00,40.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,35
3505,renovatie-anders,Anders,Other,"Anders omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Other includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",45.00,65.00,,5,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,35
3601,schilderwerk-binnenschilderwerk,Binnenschilderwerk,Interior painting,"Binnenschilderwerk omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Interior painting includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",14.00,20.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,36
3602,schilderwerk-buitenschilderwerk,Buitenschilderwerk,Exterior painting,"Buitenschilderwerk omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Exterior painting includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",18.00,25.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,36
3603,schilderwerk-meubels-trap-schilderen,Meubels / trap schilderen,Paint furniture / stairs,"Meubels / trap schilderen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Paint furniture / stairs includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",12.00,18.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,36
3604,schilderwerk-herstel-renovatie-schilderwerk,Herstel / renovatie schilderwerk,Repair / renovation painting,"Herstel / renovatie schilderwerk omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Repair / renovation painting includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",12.00,18.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,36
3701,schoonmaak-particuliere-schoonmaak,Particuliere schoonmaak,Residential cleaning,"Particuliere schoonmaak omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Residential cleaning includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",12.00,18.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,37
3702,schoonmaak-bedrijfsschoonmaak,Bedrijfsschoonmaak,Commercial cleaning,"Bedrijfsschoonmaak omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Commercial cleaning includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",12.00,18.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,37
3703,schoonmaak-eenmalige-grote-schoonmaak,Eenmalige grote schoonmaak,One-time deep cleaning,"Eenmalige grote schoonmaak omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","One-time deep cleaning includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",18.00,25.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,37
3704,schoonmaak-specialistische-schoonmaak,Specialistische schoonmaak,Specialist cleaning,"Specialistische schoonmaak omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Specialist cleaning includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",18.00,25.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,37
3801,schrijnwerker-binnen-schrijnwerk,Binnen schrijnwerk,Interior carpentry,"Binnen schrijnwerk omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Interior carpentry includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",30.00,42.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,38
3802,schrijnwerker-buiten-schrijnwerk,Buiten schrijnwerk,Exterior carpentry,"Buiten schrijnwerk omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Exterior carpentry includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",30.00,42.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,38
3803,schrijnwerker-maatwerk-meubels,Maatwerk meubels,Custom furniture,"Maatwerk meubels omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Custom furniture includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",35.00,48.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,38
3804,schrijnwerker-herstelreparatie,Herstel/reparatie,Herstel/reparatie,"Herstel/reparatie omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Herstel/reparatie includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",18.00,28.00,,4,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,38
3901,schuifraam-nieuw-schuifraam-plaatsen,Nieuw schuifraam plaatsen,Install new sliding window,"Nieuw schuifraam plaatsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Install new sliding window includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",28.00,40.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,39
3902,schuifraam-schuifraam-vervangen,Schuifraam vervangen,Replace sliding window,"Schuifraam vervangen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Replace sliding window includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",22.00,32.00,,2,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,39
3903,schuifraam-schuifraam-repareren,Schuifraam repareren,Repair sliding window,"Schuifraam repareren omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Repair sliding window includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",18.00,25.00,,3,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,39
4001,septische-regenwatertak-nieuwe-tank-plaatsen,Nieuwe tank plaatsen,Install new tank,"Nieuwe tank plaatsen omvat professionele dienstverlening uitgevoerd door erkende vakmensen met aandacht voor kwaliteit, veiligheid en regelgeving. Deze dienst is geschikt voor zowel particuliere als zakelijke projecten en wordt uitgevoerd met moderne technieken en duurzame materialen. Er wordt rekening gehouden met planning, budget en minimale overlast. Van voorbereiding tot oplevering begeleiden wij het volledige traject en zorgen wij voor een betrouwbaar, efficiënt en transparant resultaat dat voldoet aan actuele normen en verwachtingen.","Install new tank includes professional services delivered by qualified specialists with a strong focus on quality, safety, and compliance. This service is suitable for both residential and commercial projects and uses modern techniques and durable materials. We carefully manage planning, budget, and disruption. From initial preparation to final delivery, we handle the entire process to ensure reliable, efficient, and transparent results that meet current standards and expectations.",55.00,75.00,,1,true,2025-12-04 00:54:46.659665+00,2025-12-04 00:54:46.659665+00,40
